Source,Sample No.,Sample type,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain?","Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Strain rate lower bound,Strain rate upper bound,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size error comment,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
,54CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0117,A,E?,1.62,A,N/A,A,E?,1.64E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,117CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.008,A,E?,0.69,A,N/A,A,E?,1.00E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,119CD,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0127,A,E?,1.45,A,N/A,A,E?,1.15E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,121CD,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0124,A,E?,1.24,A,N/A,A,E?,7.80E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,122CD,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.012,A,E?,1.15,A,N/A,A,E?,5.30E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,123CD,H2O,,,0,,N/A,NO,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.01,A,E?,2,A,N/A,A,E?,2.25E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,125CD,H2O,,,0,,N/A,YES,NO, Cylindrical,50.8,127,N/A,N/A,N/A,-5,-4.9,-5.1,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0104,A,E?,1.34,A,N/A,A,E?,7.80E-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jones & Chew (1983),2,H2O,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1130,N/A,N/A,N/A,N/A,N/A,N/A,0.0123,A,E,7.64,A,Stress is not corrected to sample surface expansion (page 130).,A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,3,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,A,E,7.06,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,4,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,A,E,7,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,5,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,A,E,6.98,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,10,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.015,A,E,6.88,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,12,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0119,A,E,6.56,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,13,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0096,A,E,6.94,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,15,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0062,A,E,8.76,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,18,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0039,A,E,7.46,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,25,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,900,N/A,N/A,N/A,N/A,N/A,N/A,0.0099,A,E,7.11,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,26,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,A,E,7.49,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,27,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,900,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,A,E,7.79,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,28,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,A,E,7.47,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,29,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,A,E,7.88,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,30,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,A,E,7.66,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,31,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,A,E,7.57,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,32,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,A,E,8.03,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,33,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1500,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,A,E,7.75,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,34,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,A,E,8.53,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,35,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1700,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,A,E,6.91,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,36,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0079,A,E,6.59,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,37,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1200,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,A,E,7.11,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,38,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,A,E,7.02,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,39,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1300,N/A,N/A,N/A,N/A,N/A,N/A,0.0049,A,E,7.79,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,40,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0056,A,E,8.32,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,41,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1800,N/A,N/A,N/A,N/A,N/A,N/A,0.0059,A,E,7.75,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,42,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0069,A,E,7.6,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,43,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0049,A,E,7.43,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,44,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,A,E,7.71,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,45,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1000,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,A,E,7.78,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,46,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,950,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,A,E,8.43,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,47,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,A,E,8.58,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,48,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,A,E,7.75,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,49,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,890,N/A,N/A,N/A,N/A,N/A,N/A,0.0071,A,E,8.82,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,50,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,A,E,7.24,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,51,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,A,E,7.25,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,52,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,A,E,8.56,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,53,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,A,E,7.7,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,54,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,A,E,8.02,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,55,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,A,E,8.38,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,56,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,930,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,A,E,7.94,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,57,H2O,,,0,,N/A,NO,NO, Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,,D,930,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,A,E,7.59,A,,A,E,5.50E-04,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
