,Source,Sample No.,Experiment type,Experiment kinematics,Confining pressure (MPa),Comment on published mechanical data,Comment on extra unpublished data ,Use strain-rate minimum or peak stress data?,Use tertiary creep or flow stress data?,Sample initial geometry,Sample initial diameter for compression (mm),Sample initial length for compression (mm),Sample length for shear (mm),sample width for shear (mm),sample height for shear (mm),T,T upper bound,T lower bound,Comment on T error,Grain size unit: diameter (D) or area (A),Initial median grain size D: (µm); A (µm^2),Initial grain size lower bound D: (µm); A (µm^2),Initial grain size upper bound D: (µm); A (µm^2),Method for grain size measurement,Grain size error comment,Technique used to collect microstructural data,Resolution,Strain at minimum rate/ peak stress as published,"Published strain type: Octahedral shear (O), Axial (A), Shear (S)?",True (T) or engineering (E) strain?,Stress (MPa) at minimum rate/ peak stress as published,"Published stress type: Octahedral shear (O), Axial (A), Shear (S)?",Strain and stress Error Comments,"Published strain rate type: Octahedral shear (O), Axial (A), Shear (S)?","If Axial, True (T) or engineering (E) strain rate?",Strain rate (/s) at minimum rate/ peak stress as published,Strain rate lower bound,Strain rate upper bound,Comment on rate error,Microstructural data at minimum rate/ peak stress,Grain size scale: diameter (D)? Area (A),Mean grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Median grain size  D: (µm); A (µm2) at minimum rate/ peak stress,Grain size lower bound D: (µm); A (µm2) at minimum rate/ peak stress,Comment on measurement error of grain size,Bulk reduced Schmid factor at minimum rate/ peak stress,Comment on bulk reduced Schmid factor ,Comment on sample geometry,Strain at tertiary strain rate/ flow stress as published,"If Axial, True (T) or engineering (E) strain?",Stress (MPa) at tertiary strain rate/ flow stress as published,Stress lower bound,Stress upper bound,Comment on strain and stress error,True (T) or engineering (E) strain rate?,Strain rate (/s) at tertiary strain rate/ flow stress as published,Comment on strain rate error,Microstructural data at tertiary strain rate/ flow stress,Mean grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Median grain size  D: (µm); A (µm2) at tertiary strain rate/ flow stress,Grain size lower bound D: (µm); A (µm2) at tertiary strain rate/ flow stress,Bulk reduced Schmid factor at tertiary strain rate/ flow stress,Bulk reduced Schmid factor comment
148,Jones & Chew (1983),47,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,N/A,E,8.58,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
149,Jones & Chew (1983),48,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1400,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,N/A,E,7.75,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
150,Jones & Chew (1983),49,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,890,N/A,N/A,N/A,N/A,N/A,N/A,0.0071,N/A,E,8.82,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
151,Jones & Chew (1983),50,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,N/A,E,7.24,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
152,Jones & Chew (1983),51,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,N/A,E,7.25,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
153,Jones & Chew (1983),52,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,N/A,E,8.56,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
154,Jones & Chew (1983),53,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,N/A,E,7.7,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
155,Jones & Chew (1983),54,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,N/A,E,8.02,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
156,Jones & Chew (1983),55,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1100,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,N/A,E,8.38,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
157,Jones & Chew (1983),56,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,930,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,N/A,E,7.94,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
158,Jones & Chew (1983),57,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,930,N/A,N/A,N/A,N/A,N/A,N/A,0.0061,N/A,E,7.59,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
159,Jones & Chew (1983),58,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,930,N/A,N/A,N/A,N/A,N/A,N/A,0.0104,N/A,E,6.45,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
160,Jones & Chew (1983),59,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,9720,N/A,N/A,N/A,N/A,N/A,N/A,0.0086,N/A,E,7.26,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
161,Jones & Chew (1983),60,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,710,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,N/A,E,7.15,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
162,Jones & Chew (1983),61,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,710,N/A,N/A,N/A,N/A,N/A,N/A,0.0087,N/A,E,6.91,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
163,Jones & Chew (1983),62,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,800,N/A,N/A,N/A,N/A,N/A,N/A,0.0054,N/A,E,7.29,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
164,Jones & Chew (1983),63,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1940,N/A,N/A,N/A,N/A,N/A,N/A,0.006,N/A,E,6.52,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
165,Jones & Chew (1983),64,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1630,N/A,N/A,N/A,N/A,N/A,N/A,0.0062,N/A,E,7.08,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
166,Jones & Chew (1983),65,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,670,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,N/A,E,7.28,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
167,Jones & Chew (1983),67,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1880,N/A,N/A,N/A,N/A,N/A,N/A,0.0106,N/A,E,7.06,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
168,Jones & Chew (1983),68,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1630,N/A,N/A,N/A,N/A,N/A,N/A,0.0062,N/A,E,7.15,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
169,Jones & Chew (1983),69,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1450,N/A,N/A,N/A,N/A,N/A,N/A,0.0053,N/A,E,8.07,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
170,Jones & Chew (1983),70,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1940,N/A,N/A,N/A,N/A,N/A,N/A,0.0104,N/A,E,7.28,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
171,Jones & Chew (1983),71,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1560,N/A,N/A,N/A,N/A,N/A,N/A,0.0098,N/A,E,7.29,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
172,Jones & Chew (1983),72,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,34,102,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,1660,N/A,N/A,N/A,N/A,N/A,N/A,0.0065,N/A,E,8.15,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
173,Jones & Chew (1983),73,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,690,N/A,N/A,N/A,N/A,N/A,N/A,0.0088,N/A,E,6.92,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
174,Jones & Chew (1983),74,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,690,N/A,N/A,N/A,N/A,N/A,N/A,0.0099,N/A,E,7.2,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
175,Jones & Chew (1983),75,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,690,N/A,N/A,N/A,N/A,N/A,N/A,0.0074,N/A,E,7.58,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
176,Jones & Chew (1983),76,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,660,N/A,N/A,N/A,N/A,N/A,N/A,0.0066,N/A,E,7.36,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
177,Jones & Chew (1983),79,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,560,N/A,N/A,N/A,N/A,N/A,N/A,0.0099,N/A,E,7.3,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
178,Jones & Chew (1983),80,Constant displacement rate,Uniaxial compression,0,Example creep curves (Fig. 1). Summary data in a table (Table 1).,N/A,NO,NO,Cylindrical,20,60,N/A,N/A,N/A,-10,-9.5,-10.5,Page 130,D,600,N/A,N/A,N/A,N/A,N/A,N/A,0.0055,N/A,E,8.65,N/A,Stress is not corrected to sample surface expansion (page 130).,N/A,E,5.50E-04,N/A,N/A,N/A,"Figures of samples geometry show cracks (Figs, 2, 3; page 130).",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
179,Durham et al. (1983),11,Constant displacement rate,Uniaxial compression,100,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,25,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
180,Durham et al. (1983),12,Constant displacement rate,Uniaxial compression,5,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,22.9,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
181,Durham et al. (1983),14,Constant displacement rate,Uniaxial compression,50,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,24.4,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
182,Durham et al. (1983),23,Constant displacement rate,Uniaxial compression,180,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,67.1,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56,48,64,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
183,Durham et al. (1983),24,Constant displacement rate,Uniaxial compression,120,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,87.2,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.6,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
184,Durham et al. (1983),25,Constant displacement rate,Uniaxial compression,90,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,93.9,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.1,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
185,Durham et al. (1983),29,Constant displacement rate,Uniaxial compression,60,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-115,-114.5,-115.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,99.4,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.1,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
186,Durham et al. (1983),30,Constant displacement rate,Uniaxial compression,200,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,51.2,A,N/A,A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.2,N/A,N/A,N/A,T,3.50E-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
187,Durham et al. (1983),31,Constant displacement rate,Uniaxial compression,200,Summary data in a table (Table 2).,N/A,NO,NO,Cylindrical,25.4,63.5,N/A,N/A,N/A,-78,-77.5,-78.5,T is piston temperature. T variation in the sample should be much lower (page B378).,D,1500,1000,2000,N/A,N/A,Light polarized photo ,N/A,N/A,N/A,N/A,10.7,A,N/A,A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<1,N/A,N/A,N/A,T,3.50E-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
